aspect,listing_id,score,text
房東服務,28697457,-4.0,房東非常熱情，回覆速度很快，解決問題跟溝通也都非常有效率，很期待下次再入住；再次感謝房東的照顧，改天想重溫室友生活、我還會再來的👍
房東服務,29191584,-4.0,非常好的服務，有問題立刻解決， 我喜歡自然風開窗戶，紗窗七個全破，一通電話房東二話不說立馬全換新的。  不開冷氣吹自然風，房東省電房客開心。房東很用心經營，一定介紹很多人來住。
房東服務,30826397,-4.0,非常體貼的房東！<br/>房東不單快速回覆查詢，由於家人行動有點不便，房東更安排工作人員代搬行李，非常體貼！<br/>早機去晚機返，房東更允許提早check-in及延長交房時間。到埗前一天更有天氣預報！<br/>房間剛裝修完畢，非常整潔；地板更一塵不染！誠意推介大家選擇Arch房間!
房東服務,44201965,-4.0,地點位於馬路旁巷口，附近有全聯和豆漿店，若臨時要買食材或宵夜都蠻方便的。房間設備齊全、空間大，有2間廁所和廚房，CP值非常高，缺點是靠近門口隔音略差。<br/>這次體驗有提前告知需要提早入住，房東當下回覆沒問題，但當天還是等到入住時才告知門鎖密碼。白等了20分鐘很傻眼，期間手機和訊息都未回應，這點很不滿意。
房東服務,794039486287167788,-4.0,交通便利，也有櫃檯人員服務，有問題房東也迅速處理，大樓外觀和電梯較差，但房間室內和浴室都算大，整體很推
房東服務,818751900169255700,-4.0,從捷運站步行5分鐘就到了，很溫馨的地方，床很舒服、浴室水很熱，也有洗衣機可以使用，有什麼問題房東都很快回覆。但可能是在舊公寓，隔音稍差，不過還可以接受！<br/>總共住了3天，整體體驗都還不錯～
性價比,1387177888048147007,-7.0,1.房東回覆訊息很慢，溝通非常困難<br/>2.已經到入住當天但是不給房間的密碼，我已經付款了…房東非常堅持一定要人到門口才要給密碼？然後airb&b無法聯絡到他！不回訊息，一定要加賴才給密碼？不太懂這所謂的堅持是什麼？後來是我朋友加賴房東才給密碼的，然後也是不跟我說密碼？！訂房人是我，不太明白為什麼不能知道密碼….<
性價比,42300382,-6.0,"The room was very small and poor value for money. It did not match the listing photos, the toilet was dirty upon arrival, and there was severe construction nois"
性價比,45420598,-6.0,房間價格可能有點小貴，但若人數充裕價格方面就沒有問題，因為方面只要房客共同努力事實上不難達成，房東為人客氣，很棒很棒～～～
性價比,1427292739701017883,-5.0,"此房價格已經算貴，住宿狀況及衛生非常差。樓宇外有死老鼠,無電梯而樓梯還狹窄髒亂。入到房間，沙發及床褥被單有明顯污跡嘔心,牆身亦發黑，再檢查房中抽屜水槽沒有收拾放置了垃圾，整體與照片不符無法接受。房間多處問題有拍照給客服還是拖延後稱不能協助跟進，房主稱也只退款10%。想不開入住建議有心理預期不可退全款，亦無途徑反映。<b"
性價比,24507520,-4.0,這是一間適合在台北旅遊的青年旅社，性價比均相當高，相較之下在周圍能找到的房源，不僅價格昂貴又相當骯髒，因此大力推薦。
性價比,17032186,-3.0,位置近捷運，可能近年尾，價格都算貴。房間不算大。店家回覆都快，離開後有提供寄放行李，最大問題是其中梳發床位置不乾淨，有蟲咬。手及頸長很多紅點粒粒很痕。小孩都有長紅點。
性價比,22380641,-3.0,地理位置方便，以自助形式入住很便捷；<br/>剛進房時廁所有很重味道，不過前台有幫忙解決了問題；<br/>房間比較小，但價格便宜，整體性價比高。
性價比,52339848,-3.0,超級推薦，商旅首選！<br/>厭倦了每次出差都住飯店，住這裡吧！反正也不貴。<br/>如果你看到選定日期還有空房，請不要猶豫了，趕快下訂，我差點就沒訂成（據說是前面有客人覺得價格超過預算我才即時補上XDD）一進來真心覺得Gloria 的房子也太好了！遠遠超過隔壁三X飯店（我是膩了隔壁三X搬過來的）房子就在忠孝新生站旁，
性價比,820590905603889537,-3.0,房源位置非常好找，服務人員也很親切，房間簡單乾淨，晚上睡覺一直有水流聲很吵影響睡眠，整體來說當時的價格算是合理，再貴就要考慮了。
性價比,991793201329019692,-3.0,私はここの部屋が改善せれる、改善してほしい思いを込めてレビューします。ホストはまだここの部屋をオープンしてからあまり日にちが経っていないことを考慮します。<br/>・タオル枚数が人数分しかない。洗濯機はあるのに、洗濯機があるなら洗濯物を干す場所、ハンガーなどを準備してほしい。<br/>・タオルの枚数を追加で注文した際も
性價比,1056437338102851770,-3.0,地方尚算舒適，但第一次入住已發現有蟑螂，我們兩個女生入住根本很怕，只能夠共用一間房間。房東第二天有派人來吸塵、噴殺蟲水，但第三天又見有蟑螂，可見成效不大。我們最後要睡在梳化上，也不能放鬆，隔天根本沒有精神。這體驗差得很，很失望，因為房租也不便宜。
性價比,1074645625749045385,-3.0,價錢不便宜<br/>實物比相片相差太遠 廁所渠水倒流 骯髒水全湧了出來<br/>店床上有很多毛髮，多到有點接受不了<br/>另外有很多小昆蟲，蜈蚣也見到兩三隻。
性價比,1078832712180057097,-3.0,房間小也貴，住一晚可以頂在西門町住兩晚的價格。 因本人較少用airbnb ，而房東回訊息慢，在到達後也摸索了十多分鐘才成功進門。而且房間也沒有明確指示，進錯了房坐一會兩天checkout後卻被房東惡意收取1200清潔費，跟他理論不果完全不回覆只說交平台處理。<br/>極不建議入住。
性價比,1081820400339374612,-3.0,距離捷運站很近，也有電梯搭乘（大行李友善）。房東會主動說明住宿事宜，價格不貴性價比高
性價比,1191789647150246680,-3.0,"Location- good<br/>Cleanliness- good<br/>Aircon- good<br/>Shower water heater-good<br/>Kitchen- bad ( there was just a very small sink on the terrace, not reall"
性價比,1838528,-2.0,Simon was very helpful with maps and local directions and provided a quick response to my questions before I arrived.<br/>Fellow travelers note:<br/>No tea / 
性價比,1911361,-2.0,The location is convenient and the place is quite comfortable. The host is very responsive and accommodating. I feel that the price is a bit expensive for the s
性價比,2263430,-2.0,*Worst Airbnb experience ever!!!* 這間Airbnb 質素真的令人非常非常非常失望！ 這次台北旅程，我們是三個媽媽和五個小孩，因為帶小孩來參加夏令營。所以這次居住在內湖的房子共15天，但我們對於這次預訂的房子有很多不滿意的地方。敬請你們能夠嚴格地檢驗這個房子的描述。 首先，這個房子描述有
性價比,3953759,-2.0,"我予約時用了地圖搜尋民宿, 希望搜尋台北車站附近的民宿, 但竟然地圖顯示該民宿的位置完全不正確, 根本就是誤導, 向房東查詢, 竟然說地圖上的顯示只是地標, 民宿近北門站, 設了一個點於台北車站竟然說是地標, 那中山站的民宿也可以設一個點於台北車站吧, 這個回覆完全不能接受, 不正確的地圖還有用嗎??<br/><b"
性價比,5193504,-2.0,位置非常好，在南京復興上面，去哪都超級近捷運很方便，開車可能會稍微比較不太方便，但坐捷運非常非常便利，而且入住說明的很清楚很好找，捷運站到房源超近走路應該3分鐘就到了，附近生活機能也很充足，房間各項設備也是一應俱全，床鋪偏軟，但空間很大，也有掛衣服，洗衣晾衣的陽台，而且有除濕機所以一點也不覺得潮濕不舒服!!除了價格有一
性價比,5448667,-2.0,房东阿姨人很好，但是房子确实很不喜欢，把房子打成隔断的小屋子，隔音很不好，外面走路声音很大，每天早上都被吵醒，房间窗户也没有，屋里很不透气，房东本人也不住在这里，虽然是便宜没错，但是如果知道是这么差，再便宜也不会住，台湾之行最败笔的就是这次住宿了，完全没有airbnb所要传递的家的感觉。
性價比,9988638,-2.0,Janet is a wonderful host. By the day of your arrival you would have received all the information that you need to navigate around the neighbourhood. <br/>The n
性價比,10689015,-2.0,價格太貴哦！
性價比,13316714,-2.0,Surfer is a very responsible and kind host and provided any questions that I had immediately during my stay. His place is very close to my family in Taipei and 
空間大小,1054838920511045916,-8.0,出發台北前三天，我才注意到有颱風即將來襲，但當時的消息顯示它對台北的影響不大。即使天氣預報有雨，我也認為這不會阻礙我的旅行計劃。然而，當我抵達台北後，情況發生了變化。颱風的行動變得緩慢，並且升級為強颱風，其路徑與預測大相逕庭。這導致10月2日和3日全台灣都實施了停班停課措施。<br/>我原計劃在3號晚上的飛機離開台北，
空間大小,9144261,-7.0,非常棒的地點<br/>24小時的小管家可以隨時反映問題<br/>缺點:淋浴間的空間有點小 <br/>           房間跟客廳的冷暖氣機的暖氣功能剛好都壞掉  不過即時反映後小管家有拿一台移動式暖氣到房間 很謝謝他
空間大小,11140660,-7.0,本次我们一家三口住了三晚四天，以下是个人体验。这间民宿的位置离台北车站捷运站步行十分钟，到西门汀繁华地段差不多也是十分钟，房间内没有发现蚊虫，有洗衣机这点很方便，下楼步行五分钟有超市，小吃摊，水果店等。我把这间民宿的不足总结三点：第一，卫生太差。我用洗衣机洗了一次衣服，洗完都是毛，后来我清洁了洗衣机的过滤器，过滤器里全
空間大小,21068935,-7.0,希望要訂這間房間的人都可以看看我的評論<br/>我不是奧客 <br/>也知道住airbnb本來就不能跟飯店比<br/>但這次的住宿體驗真的是我使用airbnb以來 <br/>住過最最最最差的房間<br/>優點1<br/>地點是真的很方便<br/>樓下就有便利商店 步行幾分鐘抵達西門町<br/>缺點1<br/>因為房間是
空間大小,1143834058718015258,-7.0,原本以為只是普通的公寓，最多兩三間分租，結果是在汽車維修廠的樓上，１０／１１樓，中間樓層是倉庫。是專門分租套房的地方，共兩層，一個樓層約１０間左右，所以旁邊隨時住著不同的旅人。<br/>中間還遇到奇怪房客，旁邊跟對門吵架，大聲罵人跟大聲關門，感覺很讓人害怕。<br/>入口自動門不靈光，有時候無作用（不知道甚麼問題）很怕
空間大小,1399274681216342484,-7.0,- 雖然在鬧區，房屋內相對安靜。但白天偶有施工的噪音，似乎不是固定的施工時間。<br/>- 空間比想像中更大，尤其是客廳。我住過其他套房型的房源，空間狹小，行李箱放在地上打開胡就會擋到動線。這裡完全沒有這個問題。<br/>- 地點位於東區巷弄內，搭車到台北市的各個地方都不遠<br/>- king size 床很大很舒適
空間大小,1415833109623867068,-7.0,地點是這個房源唯一明顯的優點，交通與周邊便利性不錯。但整體入住體驗與期待有明顯落差。<br/>入住期間最主要的問題是空調與整體氣味。房子內有持續且明顯的不良氣味像是臭襪子，但對居住舒適度影響很大。空調問題在入住期間曾配合清洗一次花了兩小時清洗 三小時低溫吹乾 總共五小時，過程相當耗時且造成不便，但問題仍未解決 還要我配
空間大小,1631691,-6.0,After changing room to less smelly one it was ok. <br/>Only stayed one night and that is enough. Small cramped spaces and a lot of noise. <br/>It’s advertised a
空間大小,1664910,-6.0,This place is fantastic and the host very responsive and friendly.   Very quiet and a nice view over the park next to the building.   Heated Aircon was a rare t
空間大小,21083767,-6.0,房東人很好，原本說好是由我去領取鑰匙，但臨時有事，由他人代替，也順利完成聯絡。<br/>房間空間小、狹長而窄，冷氣直吹床頭，若是倒睡，則十分的悶，整個房間很悶，對於夏季入住的房客，是個問題。房間只有一個小窗戶，冷氣似乎偏舊，並不通風。有提供電風扇，但電風扇運轉時會發出聲音，有點吵。<br/>浴室沒有乾濕分離，如果沖澡動
空間大小,38473632,-6.0,房屋跟照片一模一樣，很漂亮的裝潢，精心設計的擺設，很適合一家大小或者一群朋友。Willis很熱心解答我所有的問題。只有一個小小問題，就是洗澡時的冷熱水有一點不穩定，不過，Willis很熱心來幫我們處理。
空間大小,39638768,-6.0,我是在网上找到的房源，看到之前住户的評价都説他家交通便利，房间整潔乾淨，空间也合适，房東亲切回复快速，于是就预定长达1个多月（6/6-7/11）房间，以上皆屬实， 但確万万沒想到我入住的第一晩就被冷氣室外机噪音吵到無法入睡，立卽和房東反應，她讓我把冷氣調至低檔風速試試，我調过，但噪音聲依舊很大聲，我甚至关掉了冷氣也無法
空間大小,42300382,-6.0,"The room was very small and poor value for money. It did not match the listing photos, the toilet was dirty upon arrival, and there was severe construction nois"
空間大小,739071795983218359,-6.0,優點：大部分房間都非常有古典風，很有feel，要是為了這個特色而選擇 是不會後悔的。地理位置非常好，距離西門町和捷運站(地鐵)很近 是可以步行的距離。<br/>開門很方便，智能門 無需顧忌鎖匙，省略了麻煩。<br/>缺點：房間的隔音比較差，稍微大聲點就能跨房間聊天。大臥室的浴室門是無法鎖緊的，用點力就能打開。<br/>
空間大小,886953475433750828,-6.0,房間與照片相符。窗戶對着大馬路，比較嘈吵，建議可以加裝隔音窗簾。入住期間冷氣機有滴水問題，墊著毛巾，並沒有太大影響。洗手間有小飛蟲，建議多滅蟲。整體居住尚可。
空間大小,991706538707348738,-6.0,離捷運站滿近的，晚上旁邊有類似夜市的晴光商圈，東西很好吃，樓下的控肉飯也很好吃。<br/>房間隔音非常差，隔壁的人開關門，用一般音量講話，我在房間內都聽得一清二楚，冷氣是中央空調，不能準確的調節溫度，只能選擇風涼123的大小而且聲音很大，晚上吵到只能關冷氣睡覺。廁所異味很重，必須要蓋上馬桶蓋關上廁所門。
空間大小,1053538038990110742,-6.0,房東溝通態度良好，床為硬式床墊，採光較差因鐵窗距離較遠。廁所空間狹小且老舊，且無乾濕分離設計，使用上稍嫌不便。房內未提供垃圾桶，需集中處理垃圾。
空間大小,1056381275530428968,-6.0,"While this Airbnb has its merits, I would recommend it primarily for short stays of up to a week. It’s clean and quiet, with responsive hosts, making it suitabl"
空間大小,1156312113078106422,-6.0,房間空間算大，不過房間跟浴室的照片跟實際空間有點落差，熱水器忽冷忽熱，且入住時打掃不到位，地上有殘留灰塵毛髮等髒東西，不過房東還算積極也願意處理，提前退住，希望將一些基本面東西處理好，會是不錯的房源
空間大小,1392808425219032204,-6.0,"The place was clean, quiet, and conveniently located near amenities. I slept well without any disturbance. As it was my first time in Taiwan, I was quite tired "
空間大小,1569538870390671306,-6.0,位處於西門町街尾，地段較靜，地理位置算不錯，晚上沿着路回去還可以買宵夜，7-11也在附近。房間是「麻雀雖小，五臟俱全」，狹小的空間裏有齊掛衣架、煮食爐、電視、洗衣機、連毛巾也有，但洗手間裏並非乾濕分離有點不便，水花亦容易濺到洗衣機。三張雙人床，但五至六人住會略為擁擠，加上沒有房間的間隔，會有點不便。然而，以跨年期間的價
空間大小,2263430,-5.0,*Worst Airbnb experience ever!!!* 這間Airbnb 質素真的令人非常非常非常失望！ 這次台北旅程，我們是三個媽媽和五個小孩，因為帶小孩來參加夏令營。所以這次居住在內湖的房子共15天，但我們對於這次預訂的房子有很多不滿意的地方。敬請你們能夠嚴格地檢驗這個房子的描述。 首先，這個房子描述有
空間大小,12767952,-5.0,沒什麼大問題， 附近也有商店和伴手禮店， 吃的也有，由樓下到車站也5-10分鐘內去得到，雨具也有提供， 紙也提供了幾包（過敏人士福音），毛巾洗澡用具的也算齊全。但也有點小毛病，例如熱水不穩定、大樓電梯慢了一點， 還有我覺得被子不夠大， 兩個大男睡一張床的話基本上要進行被子爭霸戰。
空間大小,16297721,-5.0,1-APP提供的地址是不對的，門牌差4個號碼。<br/>2-大樓有兩個大門，拿鎖匙的大門不是APP提供的那個地址。但入住說明其中一張相片有正確地址（字很細的），需要動腦筋才能順利入住。<br/>3-附近絕大部份停車場/停車場位是滿的，這不是房東的問題，是整個台北的問題，每天晚上找車位找一小時。<br/>4-價錢平，唯一
設備廚房,790769972851552031,-6.0,"1, 所謂的自主入住，是 Hung Chih 把感應裝置放在大樓旁邊的工地籬笆柱子上，讓你去拿。然後還放錯，我們必需站在門口等他把正確的鑰匙送來才能進入。<br/>2, 冷氣的控制器有問題，入住後三天無法控制，時冷時熱，害得我們都感冒了，才來操作控制器。<br/>3, 電冰箱冷凍櫃結了厚厚的一層冰，門會撞到了地面沒法完"
設備廚房,6314122,-5.0,事前與屋主的聯繫非常順暢並且及時，屋主的態度也非常和善，讓我們心生好感，非常期待這次的旅行。抵達後，屋主態度和氣友善，但是可能屋齡較大，很多設備老舊，產生了一些問題：<br/>1. 洗衣機壞掉沒通知，屋主雖然願意支付洗衣費，後來經過爭取，才願意支付烘乾費。<br/>2. 椅子破損，建議換一張。<br/>3. 電熱水壺蓋
設備廚房,36618830,-5.0,住宿點雖然在地下室但是有24小時全天候的空調以及清淨機運作，完全沒有悶熱的不適感<br/>廚房有冰箱、微波爐、烤麵包機、飲水機等設備，可以提供簡易用餐需求<br/>房間有冷氣空調，沙發椅小書桌，還有舒適的雙人床，加上不算太小的空間，令人有一種家的氛圍感<br/>住宿點接近捷運站，對於有交通運行的人十分便利，周遭環境位於
設備廚房,1017077534467425283,-5.0,"room is old, needs renovation. you can see the wallpaper is torn. the kitchen is dirty, broken kitchen cabinet.  kitchen table has stains and signs of burn from"
設備廚房,1319884925333000797,-5.0,一開始直接要求另外加line聯繫但回覆速度不佳，入住與退房流程繁瑣，只能4-6點入住（最早可3點），6-9點入住的話要付接待人員加班費1000元，因行程關係很難安排，溝通繁瑣很麻煩<br/>無提供一次性牙刷牙膏、沐浴乳洗髮乳、毛巾、洗衣精，房源介紹與入住前說明無特別提及導致還特別去附近買<br/>冷熱水有點難調整、廚房
設備廚房,19684277,-4.0,此次的住宿環境舒適，與朋友都喜歡這裡的空間與氛圍。唯獨遇到設備問題，要洗澡時沒有熱水，是這場聚會唯一美中不足的。但半夜兩點房東也有試著透過電話解決，雖然最後瓦斯和電池都不管用，經過會換瓦斯的朋友在外處理了好久還是作罷，導致比較愛乾淨堅持要洗澡的人洗了冷水澡。<br/>離開後我們提醒房東加強設備問題，除熱水外，吹風機也有
設備廚房,32577066,-4.0,於五月尾住了四晚，房子很近捷運站，附近有便利店及早上有些賣早餐的小店子。屋子和相片差不多，唯一比較差一點就是每天大約四，五點廚房會有一陣很臭的味道傳出來，可能是廚房的渠位跟其他渠位互通，但不明白為什麼每天都是差不多時間就有臭味傳出來。另一個可以改善的就是浴室的熱水問題，因為此屋有三個房間，如果多人入住的話，像我們一行五
設備廚房,35813751,-4.0,大致上沒什麼大問題<br/>只是廚房設備差一點點<br/>只有一個鍋子沒有煮食工具，只可以泡麵和做一些簡單煮的料理，如果需要砧板是沒有的<br/>其他也沒有什麼大問題
設備廚房,823791988635058949,-4.0,整體不錯<br/>地點超方便，3分鐘就能到西門町捷運站，附近巴士路線也很多<br/>餐廳選擇十分充足，早午晚餐夜宵都無問題<br/>設備齊全，有冷暖氣，洗衣機和洗衣粉，有掛衣及晾衣架，有大小毛巾提供，洗髮露，沐浴乳，需自備個人用品，如牙刷牙膏，刮鬍刀<br/>若下次再來台北，有機會再次選擇這
設備廚房,1021359185541922179,-4.0,昨天晚上從青埔到台北繞錯了好幾條交流道，嚇死寶寶了。好不容易抵達萬華入住民宿，卻實在不喜歡挑高的樓中樓，妞妞老了爬不上樓、廚房電磁爐壞了，小冰箱冷凍櫃也結霜，今天早上跟房東抱怨了一下，他竟然立馬同意換另外一間更大的公寓給我們、免費！真是lucky，遇到一個勇於負責的好房東。<br/>房東是真的寵物友善，幫我把一堆行李搬
設備廚房,1302744717599483679,-4.0,"No toast oven,no microwave. Very poor kitchen, broken sofa. Bathroom is good."
設備廚房,3106555,-3.0,"The apartment was small and cozy. With the nice view over the Daan park, it was convenient for the 24 hr supermarket in the same building. There's no kitchen (b"
設備廚房,6224868,-3.0,"I stayed at Maggie’s place for almost two months. She is very friendly and accommodating my timeframe for check-in and check-out. From what I know about Taipei,"
設備廚房,13742219,-3.0,Very convenient location which is just next to and above the Taipei main station MRT as well as the train station and bus station. It is also adjacent to the MR
設備廚房,20058047,-3.0,This was a great AirBnB space! Communication was quick and always responsive at all hours. It was a bit hard to find the place at first since it is seemingly no
設備廚房,20059264,-3.0,"We loved staying at Lee’s place for its convenient location, comfortable beds, and quiet locale.  Everything was clean and well set up.  The small kitchen (sink"
設備廚房,21561990,-3.0,樓下就是星聚點ktv.地理位置很好.過去西門町幾分鐘一條直路就到了.過來台灣旅遊差不多十天.這家最吸引我的是竟然有洗衣機和冰箱.設備很齊全.不過房間一直開著空調都有點味道.可能是新家私味道吧.總體還不錯.😎😎😎
設備廚房,23228459,-3.0,"This unit was about a 5  walk from Ximen station. Room has a small fridge, washer but not dryer. Room also bad a tv which you can watch YouTube on. Down side is"
設備廚房,23708394,-3.0,"A very small, decent enough place for the price in a nice building.  However we booked with the expectation that we could cook for ourselves, and this us where "
設備廚房,23947018,-3.0,住宿在大直站附近，捷運只要15分鐘都可以到達復興和大安，而附近5分鐘就有家樂福全聯和便利店，走10分鐘就可以到達美麗華，往大直捷運另一邊方向也有很多美食和手搖店，生活機能應有盡有。<br/>房東Mini提供大量有用的資料，也親自接待並講解房間內的所有設備和應注意的事項，也提供了可以彈性退房的時間，非常感謝。<br/>房
設備廚房,24762910,-3.0,Sai’s place was  definitely a good pick! Sai made sure I had everything I needed prior to check in and even listed out a welcome guide in addition to guide to t
設備廚房,25295259,-3.0,The good:<br/>This location is great for business and adult travelers that likes a bit of night life. There is always food and activities open late night in the
設備廚房,30752287,-3.0,房主Maggie非常友善，居住指引十分清晰。入住時有專人帶領，過程非常順利。即使看地圖距離捷運站需要步行10分鐘左右，但行人路大部分為平地，很便利。<br/>屋中設備齊全：雪櫃、廚房、洗衣機、電燙斗、冷氣等等。房間空間很大，打開三個行李箱在地板也可以，非常舒適。<br/>居住過程中遇到不懂得開啟的電器時，Maggie都
設備廚房,35211573,-3.0,這次是第一次入住Louis 的房源，就留下不錯的印象！<br/>交通方面，近南京復興捷運站，非常便捷，旁邊100公尺內有電影院、KTV、便利商店、酒吧及各式美食！<br/>房間硬體設施方面，除了每到不行的裝潢格局外，其他設備更是應有盡有（沙發、第四臺、WiFi 、冷氣...甚至還有個小廚房能開個小伙！）<br/>從入住
入住流程,1429662754485405779,-9.0,如果你沒有把握在屋主說明的活動時間回到房源請不要訂這個房間，因為即使你只是進門也會被屋主指責沒有按照活動時間活動影響安寧，甚至質疑你讓其他人進屋。<br/>房子使用密碼鎖，但屋主提供密碼與提供的入住說明檔案不相符，當你無法入住時，屋主提供的聯絡電話是有設定來電過濾無法找到人的。<br/>入住後密碼設定時限又有誤，最後一
入住流程,20989755,-6.0,1.房間內部擺設如照片<br/>2.陽台照片沒拍到的地方有些雜物，陽台空間非常非常狹小，不如不要擺桌子<br/>3.照片都是白天拍的還有調過亮度，走廊完全不一樣，是不同的地方，實際的走廊即使是白天仍非常陰暗，天黑之後更是暗得深不見底<br/>4.從一樓開始到房間裡的廁所，所有經過的門都非常老舊，難關難開難鎖<br/>5
入住流程,23753753,-6.0,以相對的價錢來說很超值。<br/>以下是我入住遇過的問題：<br/>1.前面的住戶入住時提過窗戶無法遮光的問題，到我入住仍然沒有改善，在溝通過後選擇用絕緣膠帶貼了起來。<br/>2.剛入住時發現電視無法看，打了電話之後有個人來修但沒修好，說要找人之後不見了，當晚在訊息上溝通的人似乎沒有知道這個消息，再溝通一遍之後隔天才
入住流程,1390369711569776345,-6.0,這次住宿體驗令人失望，未來絕不再考慮入住。兩晚房價高達8000元人民幣，但入住手續繁瑣，出入都需要登記，對一家老小十分不便。我們從上午10點一直等到下午2點，才獲得入住安排，期間天氣不佳還下著雨，更增添困擾。接待人員態度冷淡，彷彿付款入住反而成了虧欠他們一般，連樓下保安也語氣粗魯，整體住宿感受非常不愉快。
入住流程,790769972851552031,-5.0,"1, 所謂的自主入住，是 Hung Chih 把感應裝置放在大樓旁邊的工地籬笆柱子上，讓你去拿。然後還放錯，我們必需站在門口等他把正確的鑰匙送來才能進入。<br/>2, 冷氣的控制器有問題，入住後三天無法控制，時冷時熱，害得我們都感冒了，才來操作控制器。<br/>3, 電冰箱冷凍櫃結了厚厚的一層冰，門會撞到了地面沒法完"
入住流程,1415833109623867068,-5.0,地點是這個房源唯一明顯的優點，交通與周邊便利性不錯。但整體入住體驗與期待有明顯落差。<br/>入住期間最主要的問題是空調與整體氣味。房子內有持續且明顯的不良氣味像是臭襪子，但對居住舒適度影響很大。空調問題在入住期間曾配合清洗一次花了兩小時清洗 三小時低溫吹乾 總共五小時，過程相當耗時且造成不便，但問題仍未解決 還要我配
入住流程,17216033,-4.0,當天臨時透過Airbnb 訂房，經平台確定可以入住，但到現場才發現公告上説明過6:00後無法接待，Airbnb 平台也無任公告及說明，撥打櫃台上所留下的緊急電話，也無人回應，直到最後透過Airbnb 的訊息回覆才有訊息，而回應的內容更令人傻眼，＂請我改天再入住＂…差點現場飆髒話！<br/>最後只能要求退款。<br/>而
入住流程,21083767,-4.0,房東人很好，原本說好是由我去領取鑰匙，但臨時有事，由他人代替，也順利完成聯絡。<br/>房間空間小、狹長而窄，冷氣直吹床頭，若是倒睡，則十分的悶，整個房間很悶，對於夏季入住的房客，是個問題。房間只有一個小窗戶，冷氣似乎偏舊，並不通風。有提供電風扇，但電風扇運轉時會發出聲音，有點吵。<br/>浴室沒有乾濕分離，如果沖澡動
入住流程,22894297,-4.0,我是 20-24/7 入住的，入住當日傾盆大雨，照住入住指南根本無法順利前行，但 John 快速的回覆令問題極速解決 👍 同西門站真係好近。<br/>John 亦有善意提醒窗台會漏水，叫唔好擺電器用品上去，但事實上係冇漏過水。<br/>浴室、廁所，非常乾淨、光猛、乾濕分離做得非常之好，沖水系統亦都好給力。<br/>至於
入住流程,39401138,-4.0,房子真的很漂亮，跟照片一樣<br/>但隔壁就是居酒屋，半夜也會有人在門口抽煙聊天，且因為房子隔音不好，第一天晚上被吵到不行，半夜三四點都還有聽到很大聲的音樂，根本沒有辦法休息。<br/>另，樓梯很陡不好走，三樓的衛浴設備在另一間房間裡，稍嫌不便。<br/>還有大門僅有密碼鎖，沒有內鎖，入住會有點擔心安全問題。
入住流程,39638768,-4.0,我是在网上找到的房源，看到之前住户的評价都説他家交通便利，房间整潔乾淨，空间也合适，房東亲切回复快速，于是就预定长达1个多月（6/6-7/11）房间，以上皆屬实， 但確万万沒想到我入住的第一晩就被冷氣室外机噪音吵到無法入睡，立卽和房東反應，她讓我把冷氣調至低檔風速試試，我調过，但噪音聲依舊很大聲，我甚至关掉了冷氣也無法
入住流程,42300382,-4.0,"The room was very small and poor value for money. It did not match the listing photos, the toilet was dirty upon arrival, and there was severe construction nois"
入住流程,903127284776667470,-4.0,入住手續簡單，房東也很快就回覆，原本預約的房間因為冷氣壞了房東立刻幫我換成其他房間，而且不用等馬上可以入住，超級棒！附近餐廳也算蠻多的，又有便利商店。從捷運站開始走出去大概5分鐘左右吧，不用走很久，路線也是非常方便的！
入住流程,1041232487629103501,-4.0,房東在一開始就有要求要出示所有人的證件並且翻拍，預訂當時沒特別想太多。<br/>後續房東一直的在確認我們能抵達的時間是幾點，但礙於過年路上很塞，我真的無法預知何時抵達。<br/>她表示因為來接待的人過來的路程要一個小時，所以她也要抓時間。對於旅客來說真的感覺到很有壓力<br/>到了入住當天，房東的夥伴拿了我們所有人的證
入住流程,1208534670299482357,-4.0,付款後要提供太多個人資料，包括護照，機票以確保我是外國人，入住前問幾次才給正式地址。<br/>位置十分方便，樓下有便利店，食店一應俱全，到西門町也快。<br/>民宿空間尚算濶落，偶有小蟲，浴室有污垢，門鎖壞的。<br/>退房前一天已問幾時退房，下一句寫11時前退房，感覺催促我們快點離開，另外退房前要求關掉所有冷氣機並要
入住流程,1304825781535791730,-4.0,"We are a family of 8 and stayed here for 5 nights on the 2nd and 3rd floors. Overall, the stay was acceptable but could be improved.<br/>There was a small issue"
入住流程,1357140500481878648,-4.0,體驗非常差，根本不適合入住<br/>訂了兩晚，第一天晚上12點回到民宿發現冷氣竟然是壞，而且非常骯髒佈滿灰塵<br/>洗手間亦是很骯髒，抽氣扇上有黴菌<br/>最離譜是打開衣櫃竟然是用過的毛巾和被鋪<br/>不難令我聯想床單被鋪是有換嗎？<br/>而且有一張床單亦有污跡，聯絡了房東沒有直接回應衛生程度問題一直說我們太遲
入住流程,1387177888048147007,-4.0,1.房東回覆訊息很慢，溝通非常困難<br/>2.已經到入住當天但是不給房間的密碼，我已經付款了…房東非常堅持一定要人到門口才要給密碼？然後airb&b無法聯絡到他！不回訊息，一定要加賴才給密碼？不太懂這所謂的堅持是什麼？後來是我朋友加賴房東才給密碼的，然後也是不跟我說密碼？！訂房人是我，不太明白為什麼不能知道密碼….<
入住流程,4568861,-3.0,不推荐入住，房间很小，隔音效果很差，价格也偏高，不如住酒店，一个女生就真的不要入住了。房东回复信息很慢，后期干脆都不回复了，另外，我有东西落在房间，也不配合找回
